"Address","Status Code","Status"
"https://unityverseacademy.com/","200","OK"
"https://unityverseacademy.com/kategori/animasyon-egitimleri-248/","200","OK"
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-egitimi-584/","200","OK"
"https://unityverseacademy.com/urun/desinatorluk-canli-online-egitimi-563/","200","OK"
"https://unityverseacademy.com/sayfa/iptal-ve-iade-kosullari-28/","200","OK"
"https://unityverseacademy.com/kategori/oyun-gelistirme-egitimleri-244/","200","OK"
"https://unityverseacademy.com/sayfa/uyelik-sozlesmesi-ve-gizlilik-politikasi-27/","200","OK"
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-staj-garantili-17/","200","OK"
"https://unityverseacademy.com/kategori/mimarlik-egitimleri-259/","200","OK"
"https://unityverseacademy.com/sayfa/hakkimizda-25/","200","OK"
"https://unityverseacademy.com/blog-detay/suleyman-ozgonul-oyun-gelistiricilikte-zirveye-giden-yol-129/","200","OK"
"https://unityverseacademy.com/urun/profesyonel-3b-modelleme-dijital-sanat-programi-online-1/","200","OK"
"https://unityverseacademy.com/kategori/mimarlik-egitimleri-ozel-ders-274/","200","OK"
"https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","200","OK"
"https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","200","OK"
"https://unityverseacademy.com/kategori/ozel-dersler-256/","200","OK"
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","200","OK"
"https://unityverseacademy.com/os/KARIYER-14/","200","OK"
"https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","200","OK"
"https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","200","OK"
"https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","200","OK"
"https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","200","OK"
"https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","200","OK"
"https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","200","OK"
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","200","OK"
"https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","200","OK"
"https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","200","OK"
"https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","200","OK"
"https://unityverseacademy.com/tum-urunler/","200","OK"
"https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","200","OK"
"https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","200","OK"
"https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","200","OK"
"https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","200","OK"
"https://unityverseacademy.com/blog/","200","OK"
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","200","OK"
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","200","OK"
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","200","OK"
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","200","OK"
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","200","OK"
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","200","OK"
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","200","OK"
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","200","OK"
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","200","OK"
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","200","OK"
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","200","OK"
"https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","200","OK"
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","200","OK"
"https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","200","OK"
"https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","200","OK"
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","200","OK"
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","200","OK"
"https://unityverseacademy.com/sayfa/iletisim-5/","200","OK"
"https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","200","OK"
"https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","200","OK"
"https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","200","OK"
"https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","200","OK"
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","200","OK"
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","200","OK"
"https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","200","OK"
"https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","200","OK"
"https://unityverseacademy.com/sayfa/egitmenler-10/","200","OK"
"https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","200","OK"
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","200","OK"
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","200","OK"
