"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://www.linkedin.com/in/suleyman-ozgonul-a40b36324/","","301","Moved Permanently","2","1"
"https://www.linkedin.com/in/filiz-tümüklü-69a44b27b/","","301","Moved Permanently","2","1"
"https://www.gozgames.com/","","0","DNS lookup failed","2","14"
