"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://unityverseacademy.com/blog-detay/suleyman-ozgonul-oyun-gelistiricilikte-zirveye-giden-yol-129/","text/html; charset=utf-8","200","OK","Indexable","","Süleyman Özgönül: Oyun Geliştiricilikte Zirveye Giden Yol","57","508","Süleyman Özgönül: Oyun Geliştiricilikte Zirveye Giden Yol","57","347","unreal engine,","14","Süleyman Özgönül: Oyun Geliştiricilikte Zirveye Giden Yol","57","","0","Süleyman Özgönül: Oyun Geliştiricilikte Zirveye Giden Yol","57","Unityverse Academy Farkı","24","","","","https://unityverseacademy.com/blog-detay/suleyman-ozgonul-oyun-gelistiricilikte-zirveye-giden-yol-129/","","","","","","97261","24718","24718","3,663","","552","137","4,029","32,626","Hard","5,072","1","2","","8","3","0","1,720","76","52","0","8","8","0","","","","","e62e3da9bce2073210ecf0066ac79a9b","0,087","","","","","tr","1.1","","","","","","https://unityverseacademy.com/blog-detay/suleyman-ozgonul-oyun-gelistiricilikte-zirveye-giden-yol-129/","2026-07-30 13:41:02"
"https://unityverseacademy.com/urun/profesyonel-3b-modelleme-dijital-sanat-programi-online-1/","text/html; charset=utf-8","200","OK","Indexable","","Profesyonel 3D Modelleme Kursu Online | 3D Artist","49","452","Profesyonel 3D modelleme ve dijital sanat kapsamlı online programı. 3D generalist olarak sektöre hazırlanın!","108","662","3D modelleme kursu online, profesyonel 3D eğitimi, 3D generalist programı, dijital sanat kursu, 3D artist olma, kapsamlı 3D kursu","129","Profesyonel 3D Modelleme & Dijital Sanat Kursu – Kapsamlı Online (3D Generalist Programı)","89","","0","Profesyonel 3D Modelleme ve Dijital Sanat Uzmanlık Programı – 3D Generalist Yetiştirme (Online)","95","Profesyonel 3B Modelleme & Dijital Sanat Programı","49","","","","https://unityverseacademy.com/urun/profesyonel-3b-modelleme-dijital-sanat-programi-online-1/","","","","","","188304","46885","46885","6,948","","2580","551","4,682","7,338","Very Hard","11,666","1","2","","13","4","0","2,300","74","45","0","12","12","0","","","","","9e241ca6b517ba54c4a4f7e328dc652b","0,257","","","","","tr","1.1","","","","","","https://unityverseacademy.com/urun/profesyonel-3b-modelleme-dijital-sanat-programi-online-1/","2026-07-30 13:41:01"
"https://unityverseacademy.com/kategori/mimarlik-egitimleri-ozel-ders-274/","text/html; charset=utf-8","200","OK","Indexable","","Mimarlık Eğitimleri Özel Ders","29","259","Mimarlık Eğitimleri Özel Ders, Özel Dersler","43","253","","0","Mimarlık Eğitimleri Özel Ders","29","","0","","0","","0","","","","https://unityverseacademy.com/kategori/mimarlik-egitimleri-ozel-ders-274/","","","","","","120844","27446","27446","4,067","","481","160","3,006","72,399","Fairly Easy","3,396","1","2","","183","174","0","100,000","88","41","0","7","7","0","","","","","33ca3ecc954123e76918fed339c64e38","0,086","","","","","tr","1.1","","","","","","https://unityverseacademy.com/kategori/mimarlik-egitimleri-ozel-ders-274/","2026-07-30 13:41:02"
"https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","text/html; charset=utf-8","200","OK","Indexable","","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","69","627","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","69","431","unreal engine,","14","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","69","","0","","0","","0","","","","https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","","","","","","99807","25380","25380","3,761","","781","162","4,821","30,359","Hard","6,654","1","2","","5","2","0","1,150","76","52","0","8","8","0","","","","","9cf41cc260dd6b9f05db0d7b7fed8fc","0,303","","","","","tr","1.1","","","","","","https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","2026-07-30 13:41:02"
"https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","text/html; charset=utf-8","200","OK","Indexable","","Dijital Pazarlama Eğitimleri","28","243","Dijital Pazarlama Eğitimleri","28","165","","0","Dijital Pazarlama Eğitimleri","28","","0","","0","","0","","","","https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","","","","","","127795","28415","28415","4,211","","522","172","3,035","63,403","Normal","3,470","1","2","","382","174","0","100,000","94","45","0","7","7","0","","","","","12f5e71f57ea4a1fe97c5a8130c1e195","0,277","","","","","tr","1.1","","","","","","https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","2026-07-30 13:41:02"
"https://unityverseacademy.com/kategori/ozel-dersler-256/","text/html; charset=utf-8","200","OK","Indexable","","Özel Dersler","12","109","Özel Dersler","12","73","","0","Özel Dersler","12","","0","","0","","0","","","","https://unityverseacademy.com/kategori/ozel-dersler-256/","","","","","","158549","29892","29892","4,430","","750","253","2,964","59,781","Fairly Hard","3,758","1","2","","425","174","0","100,000","136","59","0","7","7","0","","","","","fb976026a4d2dba19e31e98cd66052ea","0,268","","","","","tr","1.1","","","","","","https://unityverseacademy.com/kategori/ozel-dersler-256/","2026-07-30 13:41:02"
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","text/html; charset=utf-8","200","OK","Indexable","","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi","59","533","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi, katılımcılara 2D animasyonun temellerini öğretirken, yaratıcı ve teknik becerilerini geliştirmelerine yardımcı olan kapsamlı bir eğitim programıdır. Bu eğitimde, 2B animasyo","234","1407","2B Animasyon, Çizgi Film, Animasyon Eğitimi, Online Eğitim, 2D Animasyon, Çizgi Film Tasarımı, Animasyon Uzmanlığı, Storyboard Hazırlama, Hareketli Grafikler, Karakter Tasarımı, Animasyon Teknikleri, 2B Animasyon Eğitimi, Çizgi Film Eğitimi, Yaratıcı Animasyon, Animasyon Yazılımları, 2D Proje Tasarımı, Çizim ve Animasyon, Görsel İletişim, Dijital Animasyon, Çizgi Film Yapımı.","378","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi","59","","0","2B Çizgi Film ve Animasyon Uzmanlığı Eğitimi Eğitmen: Nevin Eryılmaz (CV için tıklayınız.) Nevin Eryılmaz, geleneksel ve dijital tasarım alanlarındaki 20 yılı aşkın sektör deneyimi yanı sıra, İstinye Üniversitesi'nde Bilgisayar Destekli Tasarım ve Animasyon önlisans ve Dijital Oyun Tasarımı lisans programlarının kurucusudur. Üniversitenin Dijital Oyun Tasarımı bölümündeki tasarım ve yazılım merkezli eğitim anlayışının öncüsü olmakla beraber, 2021 yılında aynı üniversitede Türkiye'nin ilk YÖK onaylı Dijital Oyun Araştırma Merkezi olan Dijital Oyun Geliştirme ve Animasyon Araştırma Uygulama Merkezi'ni kurmuştur ve iki sene boyunca Merkez Müdürü olarak görev almıştır. Merkez'de üniversitenin Animasyon ve Dijital Oyun Tasarımı programlarındaki öğrencilerin kendi oyunlarını geliştirerek oyun marketlerinde yayınlaması ve ticarileşmeleri desteklenmiştir. Eryılmaz'ın sektör ve akademi deneyimli kadrosunun etkisi ile, İstinye Üniversitesi Dijital Oyun Tasarımı bölümü iki senede Türkiye'nin ilk tercih edilen 3 üniversitesi arasına yerleşmiştir. Eryılmaz'ın Milli Eğitim Bakanlığı ve çeşitli dijital oyun şirketleri ortaklığında gerçekleşen proje ve çalışmaları devam etmektedir.","1184","Öğr. Gör. Nevin Eryılmaz'ın katıldığı programlardan bir kaçı:","61","","","","https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","","","","","","213419","66121","66121","9,799","","2502","522","4,793","5,483","Very Hard","9,919","1","2","","51","4","0","2,300","113","44","0","13","12","0","","","","","7a79524a5d0088c61d3794a432d8f020","0,081","","","","","tr","1.1","","","","","","https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","2026-07-30 13:41:02"
"https://unityverseacademy.com/os/KARIYER-14/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","KARIYER iŞ","10","100","KARIYER","7","56","KARIYER iŞ","10","","0","","0","","0","","0","","","","https://unityverseacademy.com/os/kariyer-is-14/","","","","","","97750","24132","24132","3,576","","251","83","3,024","55,463","Fairly Hard","2,683","1","2","","172","170","0","97,700","63","40","0","7","7","0","","","","","23972be48667a277d0f14e448a14d777","0,074","","","","","tr","1.1","","","","","","https://unityverseacademy.com/os/KARIYER-14/","2026-07-30 13:41:02"
"https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","text/html; charset=utf-8","200","OK","Indexable","","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","70","634","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","70","438","unreal engine,","14","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","70","","0","","0","","0","","","","https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","","","","","","99536","25321","25321","3,753","","762","161","4,733","21,729","Very Hard","6,702","1","2","","8","2","0","1,150","76","52","0","7","7","0","","","","","1dcde5173ed63451be3fc9d5b5cdf793","0,317","","","","","tr","1.1","","","","","","https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","2026-07-30 13:41:02"
"https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","text/html; charset=utf-8","200","OK","Indexable","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","513","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","351","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","","0","","0","","0","","","","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","","","","","","113885","28033","28033","4,154","","2534","461","5,497","0,000","Very Hard","19,860","1","2","","176","174","0","100,000","64","40","0","7","7","0","","","","","e680af4a43205ae91144e53c6f20d140","0,264","","","","","tr","1.1","","","","","","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","2026-07-30 13:41:02"
"https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","text/html; charset=utf-8","200","OK","Indexable","","Elif Arslan'ın Yazılım Geliştirici Olarak Ayakkabı Dünyası'ndaki Başlangıcı","75","639","Elif Arslan","11","62","unreal engine,","14","Elif Arslan'ın Yazılım Geliştirici Olarak Ayakkabı Dünyası'ndaki Başlangıcı","75","","0","","0","","0","","","","https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","","","","","","97623","24802","24802","3,676","","558","135","4,133","33,440","Hard","5,186","1","2","","8","2","0","1,150","76","52","0","8","8","0","","","","","be4ee1b16fe99a622a5e02cf002bad50","0,092","","","","","tr","1.1","","","","","","https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","2026-07-30 13:41:02"
"https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","text/html; charset=utf-8","200","OK","Indexable","","Muhasebe ve Ofis Eğitimleri","27","250","Muhasebe ve Ofis Eğitimleri","27","170","","0","Muhasebe ve Ofis Eğitimleri","27","","0","","0","","0","","","","https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","","","","","","133827","28621","28621","4,242","","560","186","3,011","65,549","Normal","3,465","1","2","","388","174","0","100,000","103","48","0","7","7","0","","","","","c650b60b8d16ae890de3b50112f39083","0,271","","","","","tr","1.1","","","","","","https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","2026-07-30 13:41:02"
"https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","text/html; charset=utf-8","200","OK","Indexable","","Oğuzhan Durak'ın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","67","623","Oğuzhan Durak","13","97","unreal engine,","14","Oğuzhan Durak'ın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","67","","0","","0","","0","","","","https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","","","","","","98409","25108","25108","3,721","","683","150","4,553","35,491","Hard","5,939","1","2","","11","3","0","1,720","76","52","0","8","8","0","","","","","f49be47314b4d176d2780fd2d198e86c","0,261","","","","","tr","1.1","","","","","","https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","2026-07-30 13:41:02"
"https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","text/html; charset=utf-8","200","OK","Indexable","","Mesafeli Satış Sözleşmesi","25","235","Mesafeli Satış Sözleşmesi","25","158","Mesafeli Satış Sözleşmesi","25","Mesafeli Satış Sözleşmesi","25","","0","","0","","0","","","","https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","","","","","","123437","32611","32611","4,833","","3886","677","5,740","12,825","Very Hard","25,836","1","2","","176","174","0","100,000","68","40","0","7","7","0","","","","","6df8eb2d41b23f95da698cbfa94b509e","0,075","","","","","tr","1.1","","","","","","https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","2026-07-30 13:41:03"
