"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-1122/","200","Excel Kursu Temelden İleri Seviyeye","Indexable",""
"https://unityverseacademy.com/blog-detay/3dsmax-kursu-294/","200","3DSMax Kursu","Indexable",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-yuz-yuze-egitimi-614/","200","2B Çizgi Film ve Animasyon Yüz Yüze Eğitimi: Temelden İleri Düzeye Profesyonel Animasyon Becerileri Kazanın","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-blender-profesyonel-kullanim-rehberi-308/","200","Blender Eğitimi : Blender Profesyonel Kullanım Rehberi","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-30-saat-ozel-ders-1128/","200","3Ds Max Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/sketchupta-mimari-ve-ic-mekân-modelleme-egitimi-uygulamali-online-1619/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/ayrik-matematik-discrete-mathematics-egitimi-ozel-ders-1431/","200","Ayrık Matematik (Discrete Mathematics) Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1481/","200","Unity 2D & 3D Oyun Geliştirme Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-ozel-ders-1368/","200","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/bilgisayarli-muhasebe-egitimi-10-saat-1125/","200","Bilgisayarlı Muhasebe Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/diferansiyel-denklemler-egitimi-ozel-ders-1434/","200","Diferansiyel Denklemler Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-ozel-ders-online-canli-egitim-100-saat-1303/","200","UE5 Oyun Geliştirme Özel Ders | 100 Saat Online","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-canli-online-egitimi-585/","200","Yönetmenlik ve Sinematografiye Giriş Canlı (Online) Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/egitim-koclugu-ozel-ders-1439/","200","Eğitim Koçluğu Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-1489/","200","Grafik Tasarım Kursu & Video Efekt | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-yuz-yuze-1539/","200","ZBrush Kapsamlı Sculpting Kursu 36 Saat | YY","Indexable",""
"https://unityverseacademy.com/urun/matematik-egitimi-ozel-ders-1428/","200","Matematik Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/blog-detay/maya-egitimi-285/","200","Maya Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-online-1129/","200","Revit Eğitimi","Indexable",""
"https://unityverseacademy.com/sayfa/hakkimizda/25/","200","Hakkımızda","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/3ds-max-egitimi-uv-mapping-ve-kaplama-yonetimi-305/","200","3DS Max Eğitimi : UV Mapping ve Kaplama Yönetimi","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-yuz-yuze-24-saat-1612/","200","Profesyonel Mimari Render ve Etkileşim Eğitimi Yüz Yüze 24 Saat","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-1504/","200","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-yuz-yuze-egitim-654/","200","Unreal Engine 5 VR Kursu | Yüz Yüze Sanal Gerçeklik","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-ozel-ders-1300/","200","AutoCAD Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-1072/","200","Sosyal Medya ve Google Reklamcılığı Canlı (Online) Eğitimi – Dijital Pazarlama Stratejileri","Indexable",""
