"Address","Status Code","Status","Inlinks","Matched Robots.txt Line"
"https://unityverseacademy.com/form/hemen-bilgi-al-1/","0","Blocked by robots.txt","510","Line:12 /form/"
"https://unityverseacademy.com/uye-ol/","0","Blocked by robots.txt","348","Line:6 /uye-ol"
"https://unityverseacademy.com/uye/sepet/","0","Blocked by robots.txt","170","Line:7 /uye/"
"https://unityverseacademy.com/sifremi-unuttum/","0","Blocked by robots.txt","174","Line:5 /sifremi-unuttum"
"https://unityverseacademy.com/Captcha?width=100&height=34&characters=6&type=askus","0","Blocked by robots.txt","0","Line:14 /Captcha"
"https://unityverseacademy.com/uye-girisi/","0","Blocked by robots.txt","176","Line:4 /uye-girisi"
"https://unityverseacademy.com/marka/unityverse-academy-1/","0","Blocked by robots.txt","670","Line:13 /marka/"
"https://unityverseacademy.com/uye/fatura-teslimat/","0","Blocked by robots.txt","170","Line:7 /uye/"
"https://unityverseacademy.com/siparis-takip/","0","Blocked by robots.txt","340","Line:11 /siparis-takip"
