"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","2046","431","4,747","4,699","Very Hard","","","","","","","","","","tr","b9ce93f794f00562bca48783cd068a51","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","593","157","3,777","34,372","Hard","","","","","","","","","","tr","71c1a6e194d3a18a021ff5f97ce00a87","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","1697","339","5,006","27,469","Very Hard","","","","","","","","","","tr","2512ac263dbd4b33939e30b2eea097b6","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","1926","432","4,458","10,005","Very Hard","","","","","","","","","","tr","7ff805c7c9f9ac1e0f1ce5e5b57fa24b","Indexable",""
"https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","422","130","3,246","46,369","Hard","","","","","","","","","","tr","38262ae9eec1225a2dc28cd3703c18d8","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-1052/","569","143","3,979","36,570","Hard","","","","","","","","","","tr","ddc414ea303b603ca1deb4aef68bb435","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-100-saat-1592/","1682","387","4,346","42,579","Hard","","","","","","","","","","tr","f248379fd77404c3697fbe853448731c","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-online-egitimi-1528/","997","231","4,316","23,241","Very Hard","","","","","","","","","","tr","e06fd4e795b6fa5898021341dd095d0e","Indexable",""
"https://unityverseacademy.com/urun/adobe-illustrator-onlinecanli-ozel-ders-835/","2716","597","4,549","8,597","Very Hard","","","","","","","","","","tr","59d491aa213c5168ce1ef9a8548b8b39","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-online-canli-egitim-653/","1636","370","4,422","11,842","Very Hard","","","","","","","","","","tr","9fbed4a7238f7132cc37a0a6b477f287","Indexable",""
"https://unityverseacademy.com/urun/kurumsal-iletisim-egitimi-ozel-ders-1436/","423","130","3,254","44,932","Hard","","","","","","","","","","tr","32a75e45a852a554ed906610fdb2c54c","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-yuz-yuze-egitimi-1002/","3187","723","4,408","12,907","Very Hard","","","","","","","","","","tr","d629c6d414500d480e3a7137f35e5de3","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-599/","2525","521","4,846","6,146","Very Hard","","","","","","","","","","tr","9e8601c0fb327fed723b70c46c04615b","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-yuz-yuze-egitim-783/","2546","575","4,428","10,778","Very Hard","","","","","","","","","","tr","b00c4ddd050f6d1ea28737f0aede164","Indexable",""
"https://unityverseacademy.com/urun/turkce-egitimi-ozel-ders-1438/","298","102","2,922","67,601","Normal","","","","","","","","","","tr","b953b606479820226fffcf61644995a","Indexable",""
"https://unityverseacademy.com/urun/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders-1298/","588","152","3,868","36,586","Hard","","","","","","","","","","tr","c080de5c04017635e7c0aee6e754d325","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat-1578/","2439","546","4,467","43,611","Hard","","","","","","","","","","tr","44250e244c21404a3488223e49d628cf","Indexable",""
"https://unityverseacademy.com/urun/lineer-cebir-linear-algebra-egitimi-ozel-ders-1432/","428","131","3,267","44,993","Hard","","","","","","","","","","tr","7cbbf90ca432a9b5df017b871f6b1f02","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-online-24-saat-1613/","1224","281","4,356","29,827","Very Hard","","","","","","","","","","tr","c7ea242a5e9ce685e2bd7d8c5177d638","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","404","116","3,483","48,758","Hard","","","","","","","","","","tr","d6b4479004569f532a0a155d6f77a3f6","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-20-saat-1251/","336","110","3,055","62,986","Normal","","","","","","","","","","tr","4d02facc4c9d4cb1066deb4ebc0f7cc8","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-minecraft-ile-kodlama-egitimi-1689/","1279","275","4,651","34,502","Hard","","","","","","","","","","tr","d379e1b6048a38c65af08e0b7986fa30","Indexable",""
"https://unityverseacademy.com/urun/insan-kaynaklari-egitimi-ozel-ders-1437/","423","130","3,254","45,932","Hard","","","","","","","","","","tr","bd4c2882578ccc12414fc3e39307f648","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479/","886","212","4,179","22,126","Very Hard","","","","","","","","","","tr","d8508f1efbd8a8f423fa0c52fc3774db","Indexable",""
"https://unityverseacademy.com/urun/proje-yonetimi-egitimi-1126/","298","102","2,922","59,084","Fairly Hard","","","","","","","","","","tr","143a8d25fec08209826e097bf64b6ee7","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-ozel-ders-1056/","1709","384","4,451","5,495","Very Hard","","","","","","","","","","tr","a1f26e14ccd59de18098e4aa3d205a86","Indexable",""
"https://unityverseacademy.com/blog-detay/3b-modelleme-egitimleri-zbrush-ileri-seviye-284/","677","162","4,179","45,765","Hard","","","","","","","","","","tr","399787ccfde1d67ae16ee1bbf969b469","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-3d-modelleme-animasyon-ve-render-rehberi-280/","667","157","4,248","50,826","Fairly Hard","","","","","","","","","","tr","f72ca7cb0151e6269f101e799bcd9c92","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-1122/","304","102","2,980","59,656","Fairly Hard","","","","","","","","","","tr","28a62f60710ca86efd03fd0921ca867e","Indexable",""
"https://unityverseacademy.com/blog-detay/3dsmax-kursu-294/","763","176","4,335","36,783","Hard","","","","","","","","","","tr","5c1ec151ec34bc87f60ebb242c5c428d","Indexable",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-yuz-yuze-egitimi-614/","2499","522","4,787","5,862","Very Hard","","","","","","","","","","tr","e6ecd83ca61011b14e8b286f20857969","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-blender-profesyonel-kullanim-rehberi-308/","1086","224","4,848","27,495","Very Hard","","","","","","","","","","tr","5cfdcc6d53726aa06e920c925e9584b3","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-30-saat-ozel-ders-1128/","404","116","3,483","48,758","Hard","","","","","","","","","","tr","f5999a2013ed0211e68f362b9f02ef92","Indexable",""
"https://unityverseacademy.com/urun/ayrik-matematik-discrete-mathematics-egitimi-ozel-ders-1431/","428","131","3,267","42,621","Hard","","","","","","","","","","tr","c3bbc39ba9712db112842ef7b328ac83","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1481/","2425","486","4,990","18,372","Very Hard","","","","","","","","","","tr","905226d35b5a07c76cb5239e37b2b342","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-ozel-ders-1368/","727","175","4,154","29,345","Very Hard","","","","","","","","","","tr","e314581859c59eba560e4a052e21247e","Indexable",""
"https://unityverseacademy.com/urun/bilgisayarli-muhasebe-egitimi-10-saat-1125/","304","103","2,951","59,407","Fairly Hard","","","","","","","","","","tr","b39644fc338e037d77829dc6577c588","Indexable",""
"https://unityverseacademy.com/urun/diferansiyel-denklemler-egitimi-ozel-ders-1434/","422","131","3,221","44,389","Hard","","","","","","","","","","tr","4311976900b6367fd2c511ce651a6523","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-ozel-ders-online-canli-egitim-100-saat-1303/","671","222","3,023","41,754","Hard","","","","","","","","","","tr","fbab6dbae6dce4f6fe0db68e4c54ccd9","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-canli-online-egitimi-585/","1771","395","4,484","3,801","Very Hard","","","","","","","","","","tr","d3585c9a44a3409b764d58c8c55e054d","Indexable",""
"https://unityverseacademy.com/urun/egitim-koclugu-ozel-ders-1439/","420","130","3,231","47,449","Hard","","","","","","","","","","tr","7b4ebe4ad2bfefe9c751746cfe13973e","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-1489/","4362","964","4,525","11,844","Very Hard","","","","","","","","","","tr","65e210f8c604592a1853895841459bcc","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-yuz-yuze-1539/","1600","378","4,233","37,463","Hard","","","","","","","","","","tr","6f33368844b0bd0e903f48c30f8221ab","Indexable",""
"https://unityverseacademy.com/urun/matematik-egitimi-ozel-ders-1428/","419","130","3,223","45,670","Hard","","","","","","","","","","tr","18f7276efc59532b38007afadb3b986d","Indexable",""
"https://unityverseacademy.com/blog-detay/maya-egitimi-285/","714","162","4,407","31,147","Hard","","","","","","","","","","tr","3676f550700f99a9a4a2d9ca35c84e33","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-online-1129/","928","235","3,949","56,144","Fairly Hard","","","","","","","","","","tr","33406d429c8975d6ea01ee19cb9446f6","Indexable",""
"https://unityverseacademy.com/sayfa/hakkimizda/25/","926","208","4,452","2,328","Very Hard","","","","","","","","","","tr","5307f100767668c206b0d388a0931043","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/3ds-max-egitimi-uv-mapping-ve-kaplama-yonetimi-305/","881","209","4,215","36,813","Hard","","","","","","","","","","tr","6ba97aa19126637a5ed2ce5749ed3e07","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-yuz-yuze-24-saat-1612/","1227","281","4,367","30,376","Hard","","","","","","","","","","tr","c18cbd164eaf4a9766fb70184ef6bdae","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-1504/","3026","742","4,078","43,616","Hard","","","","","","","","","","tr","2135417ab3c6e1896df37ec01f4eab31","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-yuz-yuze-egitim-654/","1633","369","4,425","12,421","Very Hard","","","","","","","","","","tr","aee4cc289c4ec44a2a57c66892412674","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-ozel-ders-1300/","822","228","3,605","38,813","Hard","","","","","","","","","","tr","20a5437b9314f221166dde2aa697fe0e","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-1072/","1964","417","4,710","5,286","Very Hard","","","","","","","","","","tr","9d0d1801048ba9d2908b5101fe3fc507","Indexable",""
