"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://unityverseacademy.com/blog/","755","191","3,953","32,166","Hard","","","","","","","","","","tr","c327b6b3c3fcca4164bd3544ffa7e087","Indexable",""
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","565","134","4,216","36,500","Hard","","","","","","","","","","tr","407de6c5d1b5fc7a7dae0b25d354cd63","Indexable",""
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","718","201","3,572","31,888","Hard","","","","","","","","","","tr","e7a4f3b48161e878302c9750c8145a45","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","497","164","3,030","74,902","Fairly Easy","","","","","","","","","","tr","8ba107f1b784a388df5564db6fc8a846","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","4367","964","4,530","11,320","Very Hard","","","","","","","","","","tr","9b5f4ca90e2f594945d1985bf583e452","Indexable",""
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","667","148","4,507","36,358","Hard","","","","","","","","","","tr","cb23b7e213541f7c64970ad89300b4ac","Indexable",""
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","2466","518","4,761","9,337","Very Hard","","","","","","","","","","tr","c772b5dc371204e761cefb909baf03c5","Indexable",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","501","168","2,982","74,122","Fairly Easy","","","","","","","","","","tr","a4e53f44ce8c475ebfbb2bbe90efdc71","Indexable",""
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","305","102","2,990","55,681","Fairly Hard","","","","","","","","","","tr","1616205a00baa702b57e3dada1bebdf5","Indexable",""
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","592","137","4,321","36,536","Hard","","","","","","","","","","tr","461de0d389c6cf4a7259195b2973bf66","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","3772","839","4,496","14,165","Very Hard","","","","","","","","","","tr","c01b0a22e25acd30dc68fce4d3f5b292","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","4467","870","5,134","12,973","Very Hard","","","","","","","","","","tr","597786355281eb8151e6c7fa0a86e8ff","Indexable",""
"https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","2154","454","4,744","11,178","Very Hard","","","","","","","","","","tr","725cc39221fc774c544ee74949a320c9","Indexable",""
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","5084","1143","4,448","20,324","Very Hard","","","","","","","","","","tr","db57aad59a2d771fd027615c899e86a9","Indexable",""
"https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","1570","431","3,643","61,689","Normal","","","","","","","","","","tr","ea218231a33dcb10485c1ab8c9c8e9a6","Indexable",""
"https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","578","141","4,099","34,060","Hard","","","","","","","","","","tr","b31df65b9f2bb9c6ddc2596b5a5bc715","Indexable",""
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","477","160","2,981","73,451","Fairly Easy","","","","","","","","","","tr","d508de94bdde9d4f6394949a614966af","Indexable",""
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","3974","763","5,208","8,271","Very Hard","","","","","","","","","","tr","ae9ed06e92bf6ee78a81e0812026ccc3","Indexable",""
"https://unityverseacademy.com/sayfa/iletisim-5/","327","114","2,868","56,973","Fairly Hard","","","","","","","","","","tr","ec1ea336d52ed77bfa316d25dfd46987","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","497","164","3,030","73,710","Fairly Easy","","","","","","","","","","tr","570ab84e1421809486ff98edb368f33c","Indexable",""
"https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","834","174","4,793","21,916","Very Hard","","","","","","","","","","tr","2d69ff270e0835b9a0e23d37f0c7754d","Indexable",""
"https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","684","149","4,591","34,212","Hard","","","","","","","","","","tr","ab11e080317d8881c42ff5c63abf4489","Indexable",""
"https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","593","189","3,138","59,274","Fairly Hard","","","","","","","","","","tr","a6ce40f1e92d00a737c967c922d9b0bd","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","2102","581","3,618","64,470","Normal","","","","","","","","","","tr","616eb0751c38c7cc5420a2e5c59125e9","Indexable",""
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","2941","592","4,968","7,020","Very Hard","","","","","","","","","","tr","1f2ea5295f9359c14889c5989cb2bc95","Indexable",""
"https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","1147","318","3,607","65,395","Normal","","","","","","","","","","tr","1c952da9016d4d7ef7ef70ad5a1de383","Indexable",""
"https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","614","195","3,149","67,094","Normal","","","","","","","","","","tr","fe01823c911b3d80e6013997177a9580","Indexable",""
"https://unityverseacademy.com/sayfa/egitmenler-10/","267","98","2,724","65,921","Normal","","","","","","","","","","tr","8f8f72d3c2a55d365306f4c570a2759b","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","585","140","4,179","32,815","Hard","","","","","","","","","","tr","9da56f8b8085884e636b028746d57c3b","Indexable",""
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","525","136","3,860","34,039","Hard","","","","","","","","","","tr","a3362bf0521e5596493244636e18fcb2","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","509","148","3,439","51,929","Fairly Hard","","","","","","","","","","tr","babd582510b0ec16dac26435afe2ade0","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","3682","729","5,051","9,279","Very Hard","","","","","","","","","","tr","2b327e62ce1aa1cb0ac503ac89aa9808","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","921","231","3,987","56,277","Fairly Hard","","","","","","","","","","tr","3d7562346434cad3e9969bf241d78bc8","Indexable",""
